symbol,exchange,date,underlying_price,option_symbol,expiration,strike,call_put,style,ask,bid,mean_price,volume,open_interest,iv,iv_raw,delta,gamma,vega,theta,rho,oi_2,option_id,trade_date_fetch
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00595000,2025-02-21,595.0,C,A,13.3,13.24,13.27,0,595.4,0.135022,0.135022,0.560561,0.013817,0.833506,-0.160534,0.403903,1486,18455,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00592000,2025-02-21,592.0,C,A,15.32,15.26,15.29,0,595.4,0.139212,0.139212,0.599306,0.013136,0.816979,-0.164338,0.43043,59,1663,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00591000,2025-02-21,591.0,C,A,16.02,15.96,15.99,0,595.4,0.14065,0.14065,0.611544,0.012891,0.810061,-0.165343,0.438731,97,2511,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00593000,2025-02-21,593.0,C,A,14.64,14.56,14.6,0,595.4,0.137757,0.137757,0.586744,0.013376,0.823228,-0.163173,0.421873,155,2166,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00597000,2025-02-21,597.0,C,A,12.02,11.98,12.0,0,595.4,0.132399,0.132399,0.533105,0.014206,0.840336,-0.157343,0.384901,294,1306,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00602000,2025-02-21,602.0,C,A,9.1,9.04,9.07,0,595.4,0.125867,0.125867,0.459519,0.014918,0.838895,-0.146306,0.333377,479,2662,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00603000,2025-02-21,603.0,C,A,8.56,8.5,8.530001,0,595.4,0.124575,0.124575,0.444057,0.015002,0.834936,-0.143559,0.322456,665,1594,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00589000,2025-02-21,589.0,C,A,17.46,17.38,17.419998,0,595.4,0.143496,0.143496,0.635055,0.012392,0.794447,-0.166912,0.45457,84,1591,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00601000,2025-02-21,601.0,C,A,9.66,9.59,9.625,0,595.4,0.127154,0.127154,0.474751,0.014814,0.841551,-0.148861,0.344107,394,1105,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00604000,2025-02-21,604.0,C,A,8.04,8.0,8.02,0,595.4,0.123455,0.123455,0.428507,0.015042,0.829664,-0.140792,0.31143,514,3065,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00607000,2025-02-21,607.0,C,A,6.6,6.55,6.575,0,595.4,0.11995,0.11995,0.380924,0.015029,0.805394,-0.131262,0.277547,451,4104,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00594000,2025-02-21,594.0,C,A,13.96,13.9,13.93,0,595.4,0.136403,0.136403,0.573807,0.0136,0.828768,-0.161945,0.41301,138,1928,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00610000,2025-02-21,610.0,C,A,5.33,5.29,5.31,0,595.4,0.116828,0.116828,0.333179,0.014722,0.768397,-0.120592,0.243315,3188,11943,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00605000,2025-02-21,605.0,C,A,7.54,7.49,7.515,0,595.4,0.122202,0.122202,0.412701,0.015074,0.82297,-0.137711,0.300206,2509,12100,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00611000,2025-02-21,611.0,C,A,4.94,4.9,4.92,0,595.4,0.11576,0.11576,0.317263,0.014563,0.753151,-0.116699,0.231863,464,2397,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00609000,2025-02-21,609.0,C,A,5.74,5.68,5.71,0,595.4,0.117806,0.117806,0.34901,0.01486,0.7821,-0.124239,0.254689,404,2887,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00608000,2025-02-21,608.0,C,A,6.16,6.11,6.135,0,595.4,0.118889,0.118889,0.364995,0.014958,0.794483,-0.127844,0.266148,759,9498,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00614000,2025-02-21,614.0,C,A,3.92,3.87,3.895,0,595.4,0.113167,0.113167,0.271227,0.013854,0.700466,-0.10495,0.198611,764,1170,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00617000,2025-02-21,617.0,C,A,3.04,3.01,3.025,0,595.4,0.110721,0.110721,0.227399,0.012892,0.637732,-0.092531,0.16682,204,1615,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00618000,2025-02-21,618.0,C,A,2.79,2.76,2.775,0,595.4,0.11005,0.11005,0.213688,0.012517,0.615404,-0.088451,0.156847,530,1929,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00616000,2025-02-21,616.0,C,A,3.31,3.28,3.295,0,595.4,0.111472,0.111472,0.241603,0.013242,0.659474,-0.096661,0.177138,490,1531,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00622000,2025-02-21,622.0,C,A,1.94,1.91,1.925,0,595.4,0.107526,0.107526,0.16299,0.010836,0.520532,-0.072177,0.119876,263,2795,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00623000,2025-02-21,623.0,C,A,1.76,1.74,1.75,0,595.4,0.106984,0.106984,0.151574,0.010383,0.496261,-0.068259,0.11153,825,1139,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00624000,2025-02-21,624.0,C,A,1.6,1.57,1.585,0,595.4,0.1064,0.1064,0.140511,0.009921,0.471624,-0.064329,0.103438,457,1483,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00625000,2025-02-21,625.0,C,A,1.45,1.43,1.44,0,595.4,0.106002,0.106002,0.130342,0.009459,0.447955,-0.060693,0.09599,1260,32560,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00615000,2025-02-21,615.0,C,A,3.6,3.57,3.585,0,595.4,0.11229,0.11229,0.256234,0.013563,0.68044,-0.10081,0.187751,4756,32386,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00630000,2025-02-21,630.0,C,A,0.88,0.86,0.87,0,595.4,0.104264,0.104264,0.087007,0.007185,0.334703,-0.044004,0.064191,2978,9057,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00620000,2025-02-21,620.0,C,A,2.33,2.3,2.315,0,595.4,0.108652,0.108652,0.187224,0.011709,0.5684,-0.080141,0.137569,5009,9668,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00445000,2025-02-28,445.0,C,A,154.97,153.44,154.205,0,595.4,0.41969,0.41969,0.973813,0.000638,0.137855,-0.105302,0.617999,74,12,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00619000,2025-02-21,619.0,C,A,2.55,2.53,2.54,0,595.4,0.109387,0.109387,0.20035,0.012121,0.592375,-0.084351,0.147135,544,1557,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00470000,2025-02-28,470.0,C,A,130.93,128.23,129.57999,0,595.4,0.366384,0.366384,0.964775,0.000934,0.176234,-0.113929,0.645943,0,301,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00465000,2025-02-28,465.0,C,A,135.87,133.25,134.56,0,595.4,0.380493,0.380493,0.965695,0.00088,0.17245,-0.114388,0.639506,0,946,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00475000,2025-02-28,475.0,C,A,125.99,123.05,124.520004,0,595.4,0.347869,0.347869,0.965485,0.000968,0.173315,-0.110546,0.653903,0,432,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00480000,2025-02-28,480.0,C,A,121.07,118.14,119.604996,0,595.4,0.337703,0.337703,0.963084,0.001054,0.183135,-0.112427,0.658965,0,648,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00490000,2025-02-28,490.0,C,A,111.02,108.68,109.85,0,595.4,0.320489,0.320489,0.956191,0.001276,0.210457,-0.118388,0.66717,0,299,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250221C00645000,2025-02-21,645.0,C,A,0.21,0.2,0.205,0,595.4,0.105763,0.105763,0.024631,0.002582,0.122003,-0.015749,0.018224,455,5689,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00504000,2025-02-28,504.0,C,A,96.04,95.83,95.935,0,595.4,0.283316,0.283316,0.951157,0.001575,0.229663,-0.117441,0.683023,0,30,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00450000,2025-02-28,450.0,C,A,150.21,148.5,149.35501,0,595.4,0.414325,0.414325,0.970777,0.000708,0.151051,-0.110125,0.622417,0,134,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00505000,2025-02-28,505.0,C,A,95.06,94.85,94.955,0,595.4,0.281278,0.281278,0.950417,0.001605,0.23244,-0.117801,0.683806,0,176,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00508000,2025-02-28,508.0,C,A,92.12,91.91,92.015,0,595.4,0.275109,0.275109,0.948132,0.001701,0.240929,-0.11884,0.6861,0,71,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00509000,2025-02-28,509.0,C,A,91.14,90.93,91.035,0,595.4,0.273034,0.273034,0.947349,0.001735,0.243814,-0.119173,0.686846,0,136,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00510000,2025-02-28,510.0,C,A,90.18,89.94,90.06,0,595.4,0.271153,0.271153,0.946432,0.001771,0.247176,-0.119651,0.687469,0,807,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00512000,2025-02-28,512.0,C,A,88.2,87.99,88.095,0,595.4,0.266756,0.266756,0.94493,0.00184,0.252643,-0.120129,0.689023,0,39,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00495000,2025-02-28,495.0,C,A,106.64,102.98,104.81,0,595.4,0.30387,0.30387,0.95612,0.001347,0.210731,-0.115762,0.674427,0,364,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00513000,2025-02-28,513.0,C,A,87.24,87.06,87.149994,0,595.4,0.266006,0.266006,0.943236,0.00189,0.258754,-0.121476,0.688931,0,29,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00517000,2025-02-28,517.0,C,A,83.34,83.16,83.25,0,595.4,0.258148,0.258148,0.939273,0.002053,0.272827,-0.123169,0.691168,0,15,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00518000,2025-02-28,518.0,C,A,82.36,82.2,82.28,0,595.4,0.256332,0.256332,0.938122,0.002098,0.276859,-0.12371,0.691582,0,14,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00519000,2025-02-28,519.0,C,A,81.42,81.18,81.3,0,595.4,0.254141,0.254141,0.937204,0.002141,0.280059,-0.123957,0.692211,0,30,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00522000,2025-02-28,522.0,C,A,78.54,78.3,78.42,0,595.4,0.249568,0.249568,0.932857,0.002296,0.294993,-0.1263,0.692635,0,17,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00523000,2025-02-28,523.0,C,A,77.52,77.34,77.42999,0,595.4,0.246984,0.246984,0.932118,0.00234,0.297498,-0.12623,0.693434,0,157,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00524000,2025-02-28,524.0,C,A,76.56,76.38,76.47,0,595.4,0.245394,0.245394,0.930615,0.002395,0.302569,-0.126965,0.693527,51,54,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00526000,2025-02-28,526.0,C,A,74.64,74.46,74.55,0,595.4,0.242134,0.242134,0.927549,0.00251,0.312787,-0.12838,0.693665,0,28,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00527000,2025-02-28,527.0,C,A,73.68,73.5,73.59,0,595.4,0.240465,0.240465,0.925986,0.002569,0.317937,-0.12906,0.693707,27,282,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00528000,2025-02-28,528.0,C,A,72.72,72.54,72.630005,0,595.4,0.238771,0.238771,0.9244,0.002629,0.323119,-0.129721,0.693731,0,240,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00521000,2025-02-28,521.0,C,A,79.5,79.26,79.380005,0,595.4,0.251121,0.251121,0.934323,0.002243,0.289994,-0.125537,0.692508,0,20,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00530000,2025-02-28,530.0,C,A,70.8,70.62,70.71001,0,595.4,0.235308,0.235308,0.921163,0.002754,0.333578,-0.130986,0.69372,0,395,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00531000,2025-02-28,531.0,C,A,69.84,69.66,69.75,0,595.4,0.233539,0.233539,0.91951,0.002819,0.338858,-0.13159,0.693685,0,180,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00535000,2025-02-28,535.0,C,A,66.0,65.82,65.91,0,595.4,0.22623,0.22623,0.912639,0.003094,0.360358,-0.133812,0.69332,59,217,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00536000,2025-02-28,536.0,C,A,65.1,64.86,64.979996,0,595.4,0.225162,0.225162,0.910113,0.003176,0.368091,-0.135023,0.692487,0,186,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00532000,2025-02-28,532.0,C,A,68.88,68.7,68.78999,0,595.4,0.231747,0.231747,0.917832,0.002885,0.344174,-0.132174,0.693628,0,112,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00539000,2025-02-28,539.0,C,A,62.22,62.04,62.13,0,595.4,0.220114,0.220114,0.903837,0.003415,0.386922,-0.137074,0.691199,0,358,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00540000,2025-02-28,540.0,C,A,61.26,61.08,61.17,0,595.4,0.218116,0.218116,0.901925,0.003496,0.392552,-0.137483,0.690941,0,339,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00541000,2025-02-28,541.0,C,A,60.36,60.12,60.239998,0,595.4,0.216849,0.216849,0.899248,0.003587,0.400356,-0.138531,0.689977,0,363,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00538000,2025-02-28,538.0,C,A,63.18,63.0,63.09,0,595.4,0.222089,0.222089,0.905716,0.003336,0.381341,-0.136645,0.691429,23,523,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00533000,2025-02-28,533.0,C,A,67.92,67.74,67.83,0,595.4,0.229931,0.229931,0.916127,0.002953,0.349529,-0.13274,0.693548,0,47,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00534000,2025-02-28,534.0,C,A,66.96,66.78,66.869995,0,595.4,0.228092,0.228092,0.914397,0.003023,0.354923,-0.133285,0.693446,0,162,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00547000,2025-02-28,547.0,C,A,54.72,54.54,54.63,0,595.4,0.207634,0.207634,0.883169,0.004167,0.445351,-0.143392,0.684221,0,27,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00550000,2025-02-28,550.0,C,A,51.9,51.72,51.81,0,595.4,0.202192,0.202192,0.874916,0.004489,0.467265,-0.145036,0.68118,6,513,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00551000,2025-02-28,551.0,C,A,51.0,50.82,50.91,0,595.4,0.201153,0.201153,0.871137,0.004607,0.477045,-0.146273,0.679221,0,573,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00546000,2025-02-28,546.0,C,A,55.62,55.44,55.53,0,595.4,0.208465,0.208465,0.88678,0.004059,0.435518,-0.141956,0.686036,0,42,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00537000,2025-02-28,537.0,C,A,64.14,63.9,64.020004,0,595.4,0.223242,0.223242,0.908297,0.003251,0.373595,-0.135501,0.692311,10,255,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00548000,2025-02-28,548.0,C,A,53.76,53.58,53.67,0,595.4,0.205411,0.205411,0.880937,0.004269,0.451354,-0.143577,0.683685,0,824,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00554000,2025-02-28,554.0,C,A,48.24,48.06,48.15,0,595.4,0.196481,0.196481,0.860901,0.004971,0.502775,-0.148542,0.674378,0,67,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00543000,2025-02-28,543.0,C,A,58.44,58.26,58.35,0,595.4,0.213453,0.213453,0.89452,0.003767,0.413916,-0.139868,0.688633,0,195,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00558000,2025-02-28,558.0,C,A,44.6,44.4,44.5,0,595.4,0.190194,0.190194,0.845784,0.005504,0.538823,-0.15139,0.666609,0,269,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00557000,2025-02-28,557.0,C,A,45.5,45.35,45.425,0,595.4,0.192072,0.192072,0.84938,0.005365,0.530453,-0.150973,0.668374,0,309,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00555000,2025-02-28,555.0,C,A,47.3,47.16,47.23,0,595.4,0.194834,0.194834,0.857379,0.005099,0.511376,-0.149201,0.67267,7,1006,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00545000,2025-02-28,545.0,C,A,56.58,56.4,56.49,0,595.4,0.210629,0.210629,0.888921,0.003962,0.429614,-0.141709,0.686494,1,622,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00559000,2025-02-28,559.0,C,A,43.7,43.5,43.6,0,595.4,0.188733,0.188733,0.841574,0.005646,0.548468,-0.152173,0.664276,0,511,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00549000,2025-02-28,549.0,C,A,52.86,52.68,52.77,0,595.4,0.204474,0.204474,0.877246,0.004381,0.461154,-0.144913,0.681802,0,178,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00563000,2025-02-28,563.0,C,A,40.1,39.95,40.025,0,595.4,0.182785,0.182785,0.823516,0.006249,0.587983,-0.155054,0.653855,0,817,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00562000,2025-02-28,562.0,C,A,41.0,40.85,40.925,0,595.4,0.184463,0.184463,0.828009,0.006092,0.578427,-0.154534,0.656432,0,83,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00564000,2025-02-28,564.0,C,A,39.25,39.05,39.15,0,595.4,0.181473,0.181473,0.818429,0.006408,0.598591,-0.155886,0.650728,0,28,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00567000,2025-02-28,567.0,C,A,36.6,36.45,36.525,0,595.4,0.177158,0.177158,0.802698,0.006908,0.630003,-0.157896,0.640939,0,112,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00568000,2025-02-28,568.0,C,A,35.75,35.6,35.675,0,595.4,0.175986,0.175986,0.7968,0.007079,0.641253,-0.15875,0.637074,0,243,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00569000,2025-02-28,569.0,C,A,34.85,34.7,34.775,0,595.4,0.173972,0.173972,0.791762,0.007265,0.650642,-0.158822,0.634025,0,123,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00571000,2025-02-28,571.0,C,A,33.16,33.0,33.08,0,595.4,0.171362,0.171362,0.779406,0.007628,0.672822,-0.160131,0.625804,0,105,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00560000,2025-02-28,560.0,C,A,42.8,42.6,42.699997,0,595.4,0.187218,0.187218,0.837298,0.005791,0.558093,-0.152893,0.661886,6,1087,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00575000,2025-02-28,575.0,C,A,29.79,29.66,29.725,0,595.4,0.165767,0.165767,0.752855,0.008398,0.71658,-0.161939,0.607721,38,1459,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00576000,2025-02-28,576.0,C,A,28.96,28.84,28.9,0,595.4,0.164372,0.164372,0.745703,0.008598,0.727489,-0.162278,0.602735,0,397,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00566000,2025-02-28,566.0,C,A,37.47,37.33,37.4,0,595.4,0.178659,0.178659,0.808025,0.006737,0.619596,-0.157308,0.644274,7,1523,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00579000,2025-02-28,579.0,C,A,26.52,26.36,26.44,0,595.4,0.159914,0.159914,0.723237,0.009226,0.759423,-0.162735,0.586884,0,192,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00573000,2025-02-28,573.0,C,A,31.44,31.32,31.380001,0,595.4,0.16839,0.16839,0.766739,0.008011,0.694351,-0.160968,0.617321,0,1534,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00582000,2025-02-28,582.0,C,A,24.12,24.0,24.060001,0,595.4,0.15575,0.15575,0.698342,0.009864,0.790816,-0.162882,0.568818,11,545,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00577000,2025-02-28,577.0,C,A,28.12,28.0,28.060001,0,595.4,0.162695,0.162695,0.73866,0.008811,0.737877,-0.162322,0.597866,32,400,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00583000,2025-02-28,583.0,C,A,23.34,23.22,23.279999,0,595.4,0.154352,0.154352,0.689567,0.01008,0.800912,-0.162779,0.562363,19,237,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00580000,2025-02-28,580.0,C,A,25.72,25.56,25.64,0,595.4,0.158528,0.158528,0.715175,0.009436,0.770041,-0.162853,0.581076,6,876,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00586000,2025-02-28,586.0,C,A,21.06,20.94,21.0,0,595.4,0.150324,0.150324,0.661558,0.010724,0.829855,-0.162125,0.541459,13,503,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00587000,2025-02-28,587.0,C,A,20.31,20.19,20.25,0,595.4,0.148904,0.148904,0.651769,0.010944,0.838814,-0.161666,0.534085,14,384,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00590000,2025-02-28,590.0,C,A,18.1,18.02,18.060001,0,595.4,0.144724,0.144724,0.620698,0.011589,0.863381,-0.159769,0.510402,78,4940,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00591000,2025-02-28,591.0,C,A,17.4,17.32,17.36,0,595.4,0.143459,0.143459,0.609709,0.01179,0.870684,-0.159031,0.501918,15,386,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00592000,2025-02-28,592.0,C,A,16.68,16.62,16.650002,0,595.4,0.141965,0.141965,0.598578,0.012006,0.877354,-0.157992,0.493326,85,332,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00581000,2025-02-28,581.0,C,A,24.9,24.78,24.84,0,595.4,0.157056,0.157056,0.706968,0.009653,0.780403,-0.162832,0.575142,10,571,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00594000,2025-02-28,594.0,C,A,15.32,15.24,15.28,0,595.4,0.139192,0.139192,0.575341,0.012407,0.88894,-0.155732,0.475225,50,182,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00595000,2025-02-28,595.0,C,A,14.66,14.58,14.62,0,595.4,0.137902,0.137902,0.563268,0.01259,0.893723,-0.154495,0.465746,262,4459,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00588000,2025-02-28,588.0,C,A,19.56,19.46,19.509998,0,595.4,0.147499,0.147499,0.641695,0.011161,0.847419,-0.161126,0.52645,14,424,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00599000,2025-02-28,599.0,C,A,12.12,12.06,12.09,0,595.4,0.132656,0.132656,0.512355,0.013249,0.904695,-0.148134,0.425403,319,375,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00596000,2025-02-28,596.0,C,A,14.0,13.94,13.969999,0,595.4,0.136597,0.136597,0.550934,0.012768,0.897742,-0.153114,0.456027,235,387,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00603000,2025-02-28,603.0,C,A,9.82,9.76,9.79,0,595.4,0.127681,0.127681,0.457574,0.013694,0.900006,-0.13971,0.381382,47,466,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00604000,2025-02-28,604.0,C,A,9.28,9.22,9.25,0,595.4,0.126441,0.126441,0.44336,0.013766,0.895991,-0.137234,0.369877,15,348,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00593000,2025-02-28,593.0,C,A,16.0,15.92,15.96,0,595.4,0.140582,0.140582,0.587099,0.012208,0.88347,-0.156926,0.484404,22,379,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00601000,2025-02-28,601.0,C,A,10.94,10.88,10.91,0,595.4,0.130136,0.130136,0.485396,0.013503,0.904522,-0.144189,0.403809,103,601,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00607000,2025-02-28,607.0,C,A,7.78,7.72,7.75,0,595.4,0.123085,0.123085,0.400029,0.013835,0.876559,-0.129245,0.334593,42,471,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00608000,2025-02-28,608.0,C,A,7.3,7.24,7.27,0,595.4,0.121852,0.121852,0.385236,0.013829,0.867413,-0.126182,0.3225,24,725,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00597000,2025-02-28,597.0,C,A,13.36,13.3,13.33,0,595.4,0.135271,0.135271,0.538337,0.012939,0.900946,-0.151583,0.446065,95,352,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00612000,2025-02-28,612.0,C,A,5.6,5.56,5.58,0,595.4,0.117799,0.117799,0.326553,0.013493,0.818173,-0.113431,0.27422,127,1603,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00606000,2025-02-28,606.0,C,A,8.25,8.2,8.225,0,595.4,0.124089,0.124089,0.414504,0.013844,0.884263,-0.131948,0.346418,314,543,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00613000,2025-02-28,613.0,C,A,5.22,5.18,5.2,0,595.4,0.116831,0.116831,0.31199,0.013346,0.802652,-0.109985,0.262182,425,452,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00616000,2025-02-28,616.0,C,A,4.2,4.16,4.18,0,595.4,0.114284,0.114284,0.269532,0.012741,0.749524,-0.099437,0.226955,42,331,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00605000,2025-02-28,605.0,C,A,8.76,8.7,8.73,0,595.4,0.125263,0.125263,0.429007,0.013815,0.890759,-0.134664,0.358223,224,4981,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00615000,2025-02-28,615.0,C,A,4.52,4.48,4.5,0,595.4,0.115069,0.115069,0.283429,0.01297,0.768233,-0.102971,0.238505,3258,2469,2025-01-06
SPY,NYSEArca,2025-01-06,595.36,SPY   250228C00609000,2025-02-28,609.0,C,A,6.85,6.8,6.825,0,595.4,0.120846,0.120846,0.370601,0.013778,0.857088,-0.123196,0.310494,133,1260,2025-01-06
