symbol,exchange,date,underlying_price,option_symbol,expiration,strike,call_put,style,ask,bid,mean_price,volume,open_interest,iv,iv_raw,delta,gamma,vega,theta,rho,oi_2,option_id,trade_date_fetch
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00582000,2026-01-30,582.0,C,A,104.89,102.1,103.494995,0,683.17,0.315577,0.315577,0.97194,0.001078,0.121792,-0.125878,0.429976,0,6,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00583000,2026-01-30,583.0,C,A,103.9,101.12,102.51,0,683.17,0.313765,0.313765,0.97134,0.001103,0.123952,-0.126753,0.430418,0,0,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00584000,2026-01-30,584.0,C,A,102.91,100.13,101.520004,0,683.17,0.311534,0.311534,0.970888,0.001126,0.125578,-0.127233,0.43094,0,1,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00585000,2026-01-30,585.0,C,A,101.92,99.14,100.53,0,683.17,0.309293,0.309293,0.970428,0.001149,0.12722,-0.127706,0.431459,0,53,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00586000,2026-01-30,586.0,C,A,100.92,98.14,99.53,0,683.17,0.306264,0.306264,0.970273,0.001165,0.127775,-0.127413,0.432145,0,3,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00587000,2026-01-30,587.0,C,A,99.95,97.15,98.55,0,683.17,0.304784,0.304784,0.969491,0.001196,0.130556,-0.128634,0.432486,0,13,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00588000,2026-01-30,588.0,C,A,98.95,96.15,97.55,0,683.17,0.301755,0.301755,0.969324,0.001214,0.131146,-0.128337,0.433166,0,7,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00589000,2026-01-30,589.0,C,A,97.93,95.17,96.55,0,683.17,0.298731,0.298731,0.969155,0.001232,0.131745,-0.128038,0.433845,0,2,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00590000,2026-01-30,590.0,C,A,96.96,94.17,95.565,0,683.17,0.296837,0.296837,0.968506,0.001261,0.134032,-0.128861,0.43426,6,55,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00592000,2026-01-30,592.0,C,A,94.99,92.2,93.595,0,683.17,0.292987,0.292987,0.967184,0.001322,0.13866,-0.130469,0.435079,0,0,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00593000,2026-01-30,593.0,C,A,93.99,91.2,92.595,0,683.17,0.289962,0.289962,0.966989,0.001342,0.139339,-0.13016,0.435744,0,3,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00591000,2026-01-30,591.0,C,A,95.97,93.19,94.58,0,683.17,0.294922,0.294922,0.96785,0.001291,0.136337,-0.129671,0.434672,0,24,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00594000,2026-01-30,594.0,C,A,91.86,91.29,91.575,0,683.17,0.285501,0.285501,0.967441,0.001348,0.137764,-0.128383,0.436763,0,182,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00595000,2026-01-30,595.0,C,A,91.99,89.23,90.61,0,683.17,0.284984,0.284984,0.966101,0.001396,0.142419,-0.13063,0.436801,1,35,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00596000,2026-01-30,596.0,C,A,91.03,88.23,89.630005,0,683.17,0.283351,0.283351,0.965239,0.001433,0.145387,-0.131756,0.437101,0,5,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00597000,2026-01-30,597.0,C,A,90.04,87.24,88.64,0,683.17,0.28101,0.28101,0.964693,0.001464,0.14726,-0.132151,0.437574,0,3,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00598000,2026-01-30,598.0,C,A,89.02,86.26,87.64,0,683.17,0.277987,0.277987,0.964465,0.001487,0.148038,-0.131829,0.438222,0,4,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00599000,2026-01-30,599.0,C,A,88.06,85.27,86.66499,0,683.17,0.276631,0.276631,0.963409,0.001531,0.151632,-0.133272,0.438417,0,8,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00601000,2026-01-30,601.0,C,A,86.08,83.3,84.69,0,683.17,0.2722,0.2722,0.962085,0.001602,0.156101,-0.134353,0.439238,0,6,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00602000,2026-01-30,602.0,C,A,85.1,82.31,83.705,0,683.17,0.270122,0.270122,0.961324,0.00164,0.158649,-0.135051,0.439595,0,9,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00603000,2026-01-30,603.0,C,A,84.1,81.32,82.71,0,683.17,0.267405,0.267405,0.960885,0.001672,0.160115,-0.135052,0.440128,0,61,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00604000,2026-01-30,604.0,C,A,83.12,80.34,81.729996,0,683.17,0.265608,0.265608,0.959935,0.001717,0.16327,-0.136068,0.440382,0,30,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00606000,2026-01-30,606.0,C,A,81.14,78.35,79.744995,0,683.17,0.260447,0.260447,0.958837,0.00179,0.166894,-0.136375,0.441329,0,5,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00607000,2026-01-30,607.0,C,A,80.16,77.38,78.770004,0,683.17,0.25889,0.25889,0.957679,0.001841,0.170686,-0.137683,0.44147,0,4,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00600000,2026-01-30,600.0,C,A,85.89,85.31,85.6,0,683.17,0.269236,0.269236,0.96535,0.001504,0.145005,-0.128328,0.440251,1,328,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00608000,2026-01-30,608.0,C,A,79.19,76.38,77.785,0,683.17,0.256719,0.256719,0.956845,0.001887,0.173399,-0.138308,0.441789,0,20,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00609000,2026-01-30,609.0,C,A,78.21,75.41,76.81,0,683.17,0.255097,0.255097,0.955659,0.001941,0.177235,-0.13957,0.441915,0,79,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00605000,2026-01-30,605.0,C,A,80.99,80.32,80.655,0,683.17,0.257886,0.257886,0.962217,0.001686,0.155658,-0.130581,0.442402,1,152,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00612000,2026-01-30,612.0,C,A,75.23,72.45,73.84,0,683.17,0.247599,0.247599,0.953539,0.002076,0.184019,-0.140351,0.443082,0,31,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00613000,2026-01-30,613.0,C,A,74.24,71.47,72.854996,0,683.17,0.24535,0.24535,0.952632,0.002128,0.186894,-0.14091,0.443362,0,2,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00614000,2026-01-30,614.0,C,A,73.27,70.49,71.88,0,683.17,0.243611,0.243611,0.951363,0.002189,0.190892,-0.142079,0.443445,50,73,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00610000,2026-01-30,610.0,C,A,76.06,75.42,75.74,0,683.17,0.248034,0.248034,0.957736,0.00192,0.170499,-0.134605,0.443824,3,101,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00615000,2026-01-30,615.0,C,A,71.12,70.5,70.81,0,683.17,0.236829,0.236829,0.953423,0.002175,0.184387,-0.137269,0.445346,1,433,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00616000,2026-01-30,616.0,C,A,71.31,68.52,69.91499,0,683.17,0.239273,0.239273,0.949289,0.002304,0.197359,-0.14342,0.443866,0,15,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00611000,2026-01-30,611.0,C,A,76.23,73.44,74.83501,0,683.17,0.250382,0.250382,0.954088,0.002033,0.182271,-0.140421,0.442607,0,57,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00617000,2026-01-30,617.0,C,A,70.33,67.54,68.935,0,683.17,0.237199,0.237199,0.948137,0.002366,0.200918,-0.144216,0.444014,0,68,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00618000,2026-01-30,618.0,C,A,69.35,66.56,67.955,0,683.17,0.235102,0.235102,0.946965,0.00243,0.204514,-0.144991,0.444151,0,9,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00620000,2026-01-30,620.0,C,A,66.25,65.55,65.9,0,683.17,0.226241,0.226241,0.947955,0.002487,0.201476,-0.140807,0.446247,44,443,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00621000,2026-01-30,621.0,C,A,66.43,63.62,65.025,0,683.17,0.229134,0.229134,0.942972,0.00264,0.216587,-0.147773,0.444306,1,11,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00619000,2026-01-30,619.0,C,A,68.37,65.59,66.979996,0,683.17,0.233221,0.233221,0.945598,0.002499,0.208677,-0.146043,0.444183,0,21,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00622000,2026-01-30,622.0,C,A,65.42,62.65,64.035,0,683.17,0.226483,0.226483,0.942063,0.002704,0.219298,-0.147881,0.44459,0,45,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00624000,2026-01-30,624.0,C,A,63.49,60.7,62.095,0,683.17,0.222916,0.222916,0.938766,0.00287,0.22902,-0.150323,0.44435,0,24,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00623000,2026-01-30,623.0,C,A,64.48,61.68,63.08,0,683.17,0.225386,0.225386,0.939901,0.002797,0.225692,-0.149972,0.444189,0,24,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00627000,2026-01-30,627.0,C,A,60.57,57.79,59.18,0,683.17,0.217077,0.217077,0.933791,0.003131,0.24337,-0.153447,0.443979,0,13,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00625000,2026-01-30,625.0,C,A,61.34,60.68,61.010002,0,683.17,0.216029,0.216029,0.941213,0.002868,0.221822,-0.145011,0.446464,1,303,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00626000,2026-01-30,626.0,C,A,61.55,58.76,60.155,0,683.17,0.219197,0.219197,0.935361,0.003044,0.238881,-0.152622,0.444054,0,5,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00628000,2026-01-30,628.0,C,A,59.59,56.82,58.205,0,683.17,0.214929,0.214929,0.93219,0.003222,0.247908,-0.154244,0.443888,0,43,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00630000,2026-01-30,630.0,C,A,56.52,55.89,56.205,0,683.17,0.208586,0.208586,0.930678,0.003377,0.252162,-0.153119,0.44463,16,643,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00629000,2026-01-30,629.0,C,A,58.62,55.84,57.23,0,683.17,0.212753,0.212753,0.930558,0.003315,0.252498,-0.15501,0.44378,0,64,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00631000,2026-01-30,631.0,C,A,55.52,54.92,55.22,0,683.17,0.206001,0.206001,0.929344,0.003469,0.255887,-0.153333,0.444686,0,102,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00633000,2026-01-30,633.0,C,A,53.59,53.0,53.295,0,683.17,0.20248,0.20248,0.924938,0.003697,0.268017,-0.155999,0.443854,0,109,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00632000,2026-01-30,632.0,C,A,55.74,52.94,54.34,0,683.17,0.207366,0.207366,0.92422,0.003636,0.269967,-0.158903,0.442676,0,34,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00635000,2026-01-30,635.0,C,A,51.67,51.09,51.379997,0,683.17,0.199129,0.199129,0.920015,0.003945,0.281263,-0.158958,0.442743,1,233,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00634000,2026-01-30,634.0,C,A,53.79,51.02,52.405,0,683.17,0.203261,0.203261,0.920099,0.003862,0.281039,-0.160853,0.442,0,14,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00636000,2026-01-30,636.0,C,A,51.9,49.11,50.505,0,683.17,0.200203,0.200203,0.914587,0.004123,0.295511,-0.164302,0.440569,0,41,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00637000,2026-01-30,637.0,C,A,50.95,48.16,49.555,0,683.17,0.198583,0.198583,0.911766,0.004258,0.302773,-0.165922,0.43982,5,27,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00638000,2026-01-30,638.0,C,A,48.8,48.28,48.54,0,683.17,0.194789,0.194789,0.911155,0.004364,0.304332,-0.164474,0.440278,0,106,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00639000,2026-01-30,639.0,C,A,49.05,46.25,47.65,0,683.17,0.195012,0.195012,0.906153,0.004539,0.316946,-0.16873,0.438339,0,15,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00641000,2026-01-30,641.0,C,A,47.15,44.35,45.75,0,683.17,0.191382,0.191382,0.900157,0.004841,0.331692,-0.17149,0.436655,0,37,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00640000,2026-01-30,640.0,C,A,46.94,46.38,46.66,0,683.17,0.191984,0.191984,0.904555,0.004669,0.320914,-0.168366,0.438261,0,615,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00642000,2026-01-30,642.0,C,A,46.21,43.41,44.809998,0,683.17,0.189781,0.189781,0.896735,0.005003,0.339933,-0.173192,0.435582,0,53,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00643000,2026-01-30,643.0,C,A,44.08,43.49,43.785004,0,683.17,0.185649,0.185649,0.896139,0.005136,0.341356,-0.171219,0.436056,0,185,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00645000,2026-01-30,645.0,C,A,42.2,41.71,41.955,0,683.17,0.183626,0.183626,0.887264,0.005508,0.362108,-0.176358,0.432809,6,1099,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00644000,2026-01-30,644.0,C,A,43.24,42.63,42.935,0,683.17,0.186523,0.186523,0.889545,0.005344,0.356852,-0.176539,0.433252,0,19,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00646000,2026-01-30,646.0,C,A,41.29,40.76,41.025,0,683.17,0.182062,0.182062,0.883244,0.005695,0.371249,-0.178133,0.431416,0,226,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00648000,2026-01-30,648.0,C,A,39.43,38.94,39.184998,0,683.17,0.179227,0.179227,0.874338,0.006092,0.390949,-0.182125,0.42816,0,177,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00647000,2026-01-30,647.0,C,A,40.37,39.84,40.105,0,683.17,0.180687,0.180687,0.878826,0.005891,0.381115,-0.18019,0.429806,0,357,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00649000,2026-01-30,649.0,C,A,38.5,38.0,38.25,0,683.17,0.177311,0.177311,0.870257,0.006297,0.399733,-0.183379,0.426738,2,115,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00650000,2026-01-30,650.0,C,A,37.57,37.15,37.36,0,683.17,0.176429,0.176429,0.864658,0.006515,0.41154,-0.18617,0.424486,603,1810,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00651000,2026-01-30,651.0,C,A,36.68,36.19,36.434998,0,683.17,0.174603,0.174603,0.860088,0.006734,0.420975,-0.187545,0.422801,0,54,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00652000,2026-01-30,652.0,C,A,35.75,35.25,35.5,0,683.17,0.172474,0.172474,0.85573,0.00696,0.429806,-0.188456,0.421234,0,224,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00653000,2026-01-30,653.0,C,A,34.85,34.35,34.6,0,683.17,0.17108,0.17108,0.850189,0.007197,0.440807,-0.190453,0.419021,0,105,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00654000,2026-01-30,654.0,C,A,33.94,33.45,33.695,0,683.17,0.169482,0.169482,0.844704,0.00744,0.45145,-0.192125,0.416841,1,105,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00657000,2026-01-30,657.0,C,A,31.27,30.78,31.025002,0,683.17,0.1651,0.1651,0.826283,0.008213,0.485482,-0.197614,0.409235,1,171,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00655000,2026-01-30,655.0,C,A,33.01,32.62,32.815,0,683.17,0.168337,0.168337,0.838373,0.007689,0.46344,-0.194454,0.414197,9,535,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00656000,2026-01-30,656.0,C,A,32.18,31.68,31.93,0,683.17,0.166976,0.166976,0.832095,0.007946,0.475022,-0.196434,0.411587,0,255,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00658000,2026-01-30,658.0,C,A,30.36,29.9,30.130001,0,683.17,0.163345,0.163345,0.820053,0.008488,0.496415,-0.198938,0.406656,4,138,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00660000,2026-01-30,660.0,C,A,28.64,28.21,28.425,0,683.17,0.161202,0.161202,0.804876,0.009042,0.52189,-0.203486,0.400011,35,1173,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00659000,2026-01-30,659.0,C,A,29.48,29.03,29.255001,0,683.17,0.161894,0.161894,0.813133,0.008768,0.508231,-0.200674,0.403701,0,48,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00662000,2026-01-30,662.0,C,A,26.85,26.45,26.650002,0,683.17,0.157285,0.157285,0.791033,0.009656,0.543748,-0.205191,0.394117,1,291,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00661000,2026-01-30,661.0,C,A,27.71,27.3,27.505,0,683.17,0.158678,0.158678,0.798895,0.009355,0.531493,-0.203532,0.397581,0,283,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00663000,2026-01-30,663.0,C,A,26.0,25.59,25.795,0,683.17,0.155776,0.155776,0.783026,0.009966,0.555811,-0.206609,0.390577,0,427,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00665000,2026-01-30,665.0,C,A,24.34,23.9,24.119999,0,683.17,0.153021,0.153021,0.765682,0.010596,0.580534,-0.209592,0.382772,161,1131,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00664000,2026-01-30,664.0,C,A,25.17,24.78,24.975,0,683.17,0.154769,0.154769,0.774006,0.010267,0.568905,-0.208683,0.386479,5,153,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00666000,2026-01-30,666.0,C,A,23.55,23.1,23.325,0,683.17,0.152175,0.152175,0.755796,0.010899,0.593792,-0.211709,0.378201,0,218,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00667000,2026-01-30,667.0,C,A,22.65,22.28,22.465,0,683.17,0.150106,0.150106,0.747208,0.011254,0.60483,-0.211962,0.37436,12,440,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00669000,2026-01-30,669.0,C,A,21.05,20.67,20.86,0,683.17,0.147481,0.147481,0.726928,0.011916,0.629175,-0.214287,0.364963,23,214,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00668000,2026-01-30,668.0,C,A,21.84,21.47,21.654999,0,683.17,0.148742,0.148742,0.737315,0.011586,0.617004,-0.213115,0.369797,6,70,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00670000,2026-01-30,670.0,C,A,20.23,19.83,20.029999,0,683.17,0.145531,0.145531,0.717028,0.012287,0.640203,-0.214356,0.360411,47,1033,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00671000,2026-01-30,671.0,C,A,19.44,19.1,19.27,0,683.17,0.144532,0.144532,0.705563,0.012605,0.652291,-0.215612,0.354986,1,251,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00672000,2026-01-30,672.0,C,A,18.72,18.31,18.515,0,683.17,0.143449,0.143449,0.693839,0.012927,0.663905,-0.216585,0.349421,1,139,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00673000,2026-01-30,673.0,C,A,17.88,17.55,17.715,0,683.17,0.141541,0.141541,0.682654,0.013306,0.674295,-0.21625,0.344173,111,236,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00674000,2026-01-30,674.0,C,A,17.13,16.77,16.95,0,683.17,0.140005,0.140005,0.67062,0.01366,0.684731,-0.216248,0.338453,10,155,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00675000,2026-01-30,675.0,C,A,16.38,16.02,16.2,0,683.17,0.138532,0.138532,0.658097,0.014008,0.694789,-0.216138,0.332465,195,3027,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00677000,2026-01-30,677.0,C,A,14.94,14.52,14.73,0,683.17,0.135523,0.135523,0.63181,0.0147,0.713282,-0.215197,0.319817,18,490,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00676000,2026-01-30,676.0,C,A,15.66,15.32,15.49,0,683.17,0.137466,0.137466,0.644776,0.014316,0.704599,-0.216366,0.326029,28,356,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00678000,2026-01-30,678.0,C,A,14.21,13.81,14.01,0,683.17,0.133976,0.133976,0.618038,0.015043,0.721581,-0.214324,0.313151,29,721,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00680000,2026-01-30,680.0,C,A,12.72,12.6,12.66,0,683.17,0.131579,0.131579,0.588742,0.015626,0.736115,-0.212744,0.298833,4275,4429,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00679000,2026-01-30,679.0,C,A,13.51,13.15,13.33,0,683.17,0.132803,0.132803,0.603566,0.015338,0.729287,-0.2137,0.306089,70,793,2026-01-02
SPY,NYSEArca,2026-01-02,683.17,SPY   260130C00681000,2026-01-30,681.0,C,A,12.16,11.8,11.98,0,683.17,0.130029,0.130029,0.573679,0.015937,0.741958,-0.211081,0.291461,859,1003,2026-01-02
SPY,NYSEArca,2026-01-05,687.72,SPY   260213C00688000,2026-02-13,688.0,C,A,13.11,13.07,13.09,0,687.72,0.132127,0.132127,0.541433,0.013359,0.891984,-0.18765,0.383872,262,213,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260220P00688000,2026-02-20,688.0,P,A,11.23,11.18,11.205,0,687.72,0.127025,0.127025,-0.468243,0.013535,0.964052,-0.107602,-0.314248,764,269,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260206P00688000,2026-02-06,688.0,P,A,9.38,9.34,9.360001,0,687.72,0.124831,0.124831,-0.47402,0.016374,0.806286,-0.131151,-0.224653,496,149,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260213P00688000,2026-02-13,688.0,P,A,10.44,10.39,10.415,0,687.72,0.127012,0.127012,-0.471006,0.014636,0.888998,-0.118934,-0.270248,99,20,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260227C00688000,2026-02-27,688.0,C,A,15.96,15.78,15.87,0,687.72,0.135189,0.135189,0.5487,0.011177,1.037674,-0.169066,0.524892,87,298,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260220C00688000,2026-02-20,688.0,C,A,14.37,14.21,14.29,0,687.72,0.131418,0.131418,0.545717,0.012352,0.967587,-0.174919,0.454972,661,890,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260206C00688000,2026-02-06,688.0,C,A,11.5,11.47,11.485001,0,687.72,0.12916,0.12916,0.537317,0.015102,0.808807,-0.199683,0.313897,680,182,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260130P00688000,2026-01-30,688.0,P,A,8.16,8.15,8.155,0,687.72,0.121703,0.121703,-0.477586,0.01892,0.713615,-0.147268,-0.178123,1131,864,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260227P00688000,2026-02-27,688.0,P,A,12.3,12.25,12.275,0,687.72,0.130429,0.130429,-0.466036,0.012312,1.033846,-0.101873,-0.359235,71,431,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260130C00688000,2026-01-30,688.0,C,A,9.78,9.75,9.764999,0,687.72,0.125636,0.125636,0.532481,0.017584,0.715653,-0.216131,0.244132,1620,1529,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260213C00687000,2026-02-13,687.0,C,A,13.83,13.64,13.735001,0,687.72,0.133435,0.133435,0.554405,0.013176,0.888472,-0.189387,0.392715,19,172,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260206P00687000,2026-02-06,687.0,P,A,9.0,8.96,8.98,0,687.72,0.126025,0.126025,-0.45797,0.016109,0.804265,-0.132763,-0.219803,531,361,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260227C00687000,2026-02-27,687.0,C,A,16.61,16.42,16.515,0,687.72,0.136292,0.136292,0.559544,0.011045,1.033807,-0.17034,0.534784,51,411,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260220P00687000,2026-02-20,687.0,P,A,10.86,10.81,10.835,0,687.72,0.128113,0.128113,-0.454981,0.013332,0.961725,-0.108838,-0.308626,685,346,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260206C00687000,2026-02-06,687.0,C,A,12.15,12.05,12.1,0,687.72,0.13024,0.13024,0.552087,0.014914,0.805429,-0.201334,0.322263,423,267,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260130C00687000,2026-01-30,687.0,C,A,10.44,10.3,10.37,0,687.72,0.126733,0.126733,0.549716,0.017354,0.712452,-0.218035,0.251836,1477,1386,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260130P00687000,2026-01-30,687.0,P,A,7.78,7.76,7.7700005,0,687.72,0.12299,0.12299,-0.459049,0.018589,0.7117,-0.149218,-0.173683,1114,1218,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260227P00687000,2026-02-27,687.0,P,A,11.94,11.89,11.915,0,687.72,0.13154,0.13154,-0.453979,0.012131,1.031416,-0.103044,-0.353511,87,621,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260206P00689000,2026-02-06,689.0,P,A,9.78,9.73,9.754999,0,687.72,0.12352,0.12352,-0.490425,0.016624,0.808313,-0.128981,-0.230055,202,142,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260213P00687000,2026-02-13,687.0,P,A,10.06,10.01,10.035,0,687.72,0.128089,0.128089,-0.456649,0.014417,0.886774,-0.12026,-0.264952,214,7,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260220C00687000,2026-02-20,687.0,C,A,15.04,14.85,14.945,0,687.72,0.132705,0.132705,0.557669,0.012185,0.963795,-0.176496,0.464506,442,698,2026-01-05
SPY,NYSEArca,2026-01-05,687.72,SPY   260220C00689000,2026-02-20,689.0,C,A,13.7,13.69,13.695,0,687.72,0.13063,0.13063,0.533447,0.012465,0.970564,-0.173716,0.445088,426,1682,2026-01-05
