open,high,low,close,volume,trade_count,vwap
523.425,523.55,523.27,523.43,1436577.0,12305.0,523.409496
523.42,523.6,523.16,523.405,2176236.0,14224.0,523.332198
523.41,523.63,523.385,523.57,3656010.0,12244.0,523.519915
523.5799,523.73,523.2927,523.3,1976389.0,13034.0,523.488477
523.31,523.6299,523.25,523.59,2483794.0,10420.0,523.497314
523.59,523.6,523.19,523.34,2118879.0,11697.0,523.378446
523.35,523.47,523.14,523.47,1632991.0,12070.0,523.302888
523.47,523.48,523.105,523.195,2524159.0,13086.0,523.222997
523.2,523.37,523.08,523.35,1234023.0,12906.0,523.231961
523.35,523.49,523.06,523.18,1180448.0,11732.0,523.278007
523.19,523.265,522.98,523.125,1043557.0,11194.0,523.128661
523.125,523.35,522.92,523.3,1027698.0,11567.0,523.164771
523.31,523.4801,523.2,523.38,1580460.0,9187.0,523.36206
523.39,523.645,523.09,523.551,1510146.0,14428.0,523.448347
523.57,523.615,523.355,523.52,1653202.0,11998.0,523.475567
523.525,523.57,523.02,523.14,1508105.0,14728.0,523.32879
523.1388,524.285,523.1,524.13,3047607.0,24762.0,523.677134
524.14,524.36,523.6,524.09,2739679.0,21261.0,524.033436
524.09,524.58,524.05,524.458,3599635.0,22728.0,524.299851
524.46,524.61,523.805,524.08,5536721.0,36009.0,524.187599
524.08,524.2,522.93,523.12,11766306.0,65829.0,523.814682
523.12,523.4758,522.77,523.24,20332836.0,6771.0,523.110313
523.25,523.38,523.07,523.19,5338674.0,825.0,523.243161
523.2,523.24,522.95,523.0,171976.0,576.0,523.123426
523.01,523.03,522.96,523.02,43895.0,251.0,522.994264
522.9905,523.0495,522.9905,523.0,661038.0,68.0,523.002972
522.99,523.01,522.9,522.9,63356.0,259.0,522.980599
522.88,522.96,522.8002,522.89,66652.0,305.0,522.840615
522.9,522.9,522.81,522.85,8399.0,127.0,522.853846
522.86,523.27,522.86,523.27,43446.0,310.0,523.136543
523.27,523.55,523.25,523.43,32163.0,340.0,523.371385
523.37,523.45,523.37,523.37,5521.0,104.0,523.375775
523.31,523.31,523.2,523.2,11317.0,56.0,523.255076
523.19,523.19,523.05,523.06,7006.0,82.0,523.098439
523.01,523.19,522.93,523.19,1656.0,47.0,523.065277
523.08,523.08,523.0,523.0,750.0,25.0,523.037879
522.97,523.05,522.95,522.95,5745.0,73.0,523.015309
525.57,525.59,525.12,525.3,18257.0,206.0,525.346663
525.23,525.4,525.23,525.4,2252.0,33.0,525.328334
525.45,525.45,525.41,525.41,1138.0,13.0,525.436625
525.38,525.54,525.38,525.5,1139.0,19.0,525.481641
525.54,525.54,525.43,525.43,657.0,10.0,525.452
525.33,525.33,525.3,525.32,1438.0,21.0,525.32
525.26,525.28,525.25,525.25,2344.0,22.0,525.264863
525.31,525.31,525.31,525.31,206.0,2.0,525.31
525.41,525.49,525.35,525.35,4458.0,30.0,525.411737
525.4,525.52,525.4,525.51,52670.0,302.0,525.458782
525.53,525.55,525.48,525.48,7658.0,45.0,525.506121
525.48,525.48,525.43,525.46,2667.0,38.0,525.459328
525.48,525.48,524.34,525.26,99108.0,503.0,524.952419
525.181,525.21,524.79,524.91,37932.0,305.0,524.922427
524.85,524.97,524.73,524.95,17484.0,138.0,524.793018
524.95,524.97,524.85,524.92,18011.0,121.0,524.891181
525.19,526.09,524.14,524.26,166292.0,1601.0,525.481144
524.21,524.21,523.9,524.08,44589.0,565.0,524.057185
524.01,524.2,523.72,524.16,29659.0,508.0,523.984953
524.16,524.27,524.06,524.14,28791.0,436.0,524.199989
524.15,524.15,523.78,523.81,36943.0,632.0,523.963874
523.78,523.92,523.46,523.81,157036.0,1168.0,523.673652
523.83,524.36,523.45,524.205,2990487.0,36672.0,523.951567
524.21,524.38,523.855,524.095,1367852.0,17132.0,524.125944
524.09,524.18,523.13,523.885,5709976.0,26032.0,523.696884
523.88,523.91,522.83,522.99,2266953.0,40146.0,523.165679
522.985,523.1,522.08,522.5651,3655018.0,30351.0,522.599227
522.5699,522.57,522.12,522.315,2159636.0,14003.0,522.346624
522.31,522.42,521.82,521.95,1959228.0,17071.0,522.154847
521.94,522.11,521.36,522.0799,3189527.0,21114.0,521.735434
522.07,522.085,521.6,521.855,1030663.0,13178.0,521.856519
521.86,521.915,521.07,521.1088,2408145.0,16101.0,521.489433
521.1,521.85,520.97,521.805,1717295.0,15186.0,521.493504
521.8,522.05,521.66,521.99,2666008.0,9935.0,521.833699
522.0,522.22,521.96,522.17,727649.0,8327.0,522.103589
522.17,522.225,521.89,521.905,637916.0,7478.0,522.070714
521.91,521.91,521.56,521.7,814596.0,9430.0,521.735294
521.7,521.76,521.06,521.61,1037130.0,11881.0,521.399224
521.62,521.87,521.38,521.8087,715077.0,11577.0,521.606007
521.81,521.83,521.39,521.74,746659.0,9316.0,521.644904
521.73,521.8165,521.47,521.58,752480.0,9149.0,521.687741
521.58,522.05,521.54,521.8712,838747.0,9577.0,521.860461
521.87,522.145,521.855,522.049,657856.0,8467.0,522.011779
522.0401,522.15,521.72,521.86,1569921.0,9186.0,521.975403
521.86,522.34,521.68,522.047,2158469.0,12180.0,522.01812
522.05,522.195,521.73,521.87,1656038.0,12934.0,521.947796
521.875,522.2,521.61,522.125,1805454.0,17136.0,521.944513
522.13,522.8,521.79,522.22,6651274.0,40497.0,522.289386
522.22,522.4069,522.08,522.18,8554053.0,3906.0,522.22286
522.18,522.2,521.94,521.95,366251.0,742.0,522.058025
521.96,522.07,521.8997,521.97,166972.0,667.0,521.975733
522.0,522.4362,521.98,522.1,240537.0,249.0,522.356852
522.16,522.28,522.16,522.16,20156.0,241.0,522.225655
522.15,522.25,522.15,522.25,9902.0,130.0,522.20974
522.25,522.25,522.1712,522.18,10260.0,142.0,522.210951
522.19,522.4362,522.15,522.19,388315.0,171.0,522.433611
522.19,522.19,521.86,521.97,27093.0,310.0,522.012189
521.97,521.97,521.78,521.78,6462.0,128.0,521.869618
521.74,521.94,521.68,521.83,16848.0,178.0,521.789039
521.81,521.81,521.66,521.66,7151.0,84.0,521.736855
521.68,521.73,521.66,521.73,10908.0,88.0,521.683084
521.75,521.82,521.74,521.79,9827.0,109.0,521.782533
521.77,521.8,521.43,521.43,5881.0,177.0,521.538417
521.4201,521.68,521.4201,521.67,5202.0,142.0,521.616733
521.79,522.11,521.79,522.02,4216.0,53.0,521.971819
522.36,522.36,522.23,522.27,1387.0,19.0,522.292887
522.2,522.22,521.96,521.96,940.0,21.0,522.169655
521.79,521.79,521.57,521.74,6620.0,57.0,521.644979
521.78,521.96,521.78,521.96,458.0,5.0,521.852216
521.91,522.05,521.86,521.99,2699.0,19.0,521.936566
521.84,521.84,521.84,521.84,153.0,4.0,521.84
521.94,521.94,521.67,521.67,1412.0,15.0,521.891887
521.5,521.5,521.24,521.24,6305.0,61.0,521.320187
521.23,521.46,521.18,521.4,5054.0,32.0,521.24356
521.44,521.44,520.8,520.93,10694.0,147.0,520.922964
521.04,521.2,520.94,521.2,9339.0,51.0,521.117182
521.17,521.22,521.041,521.09,28940.0,192.0,521.129246
521.0,521.07,520.57,520.8,50559.0,331.0,520.75172
520.69,520.83,520.62,520.63,34392.0,252.0,520.731799
520.64,520.64,520.24,520.25,40126.0,308.0,520.364394
521.68,522.3996,520.2,520.2,71695.0,1027.0,520.623272
520.2,520.29,520.05,520.29,43520.0,463.0,520.12044
520.29,520.3,519.15,519.29,168741.0,1503.0,519.677861
519.32,519.32,518.8,518.89,233017.0,1497.0,518.992096
518.9,518.99,518.08,518.19,451571.0,2643.0,518.559537
518.21,518.28,517.89,518.25,266229.0,2148.0,518.049964
518.25,518.46,517.135,517.47,6003379.0,50878.0,517.803939
517.47,517.62,516.85,517.6,3592502.0,31953.0,517.266178
517.61,518.01,516.48,516.6,4636192.0,42207.0,517.275111
516.62,517.59,516.52,517.17,3370133.0,43210.0,517.058365
517.17,517.63,516.94,517.41,1906171.0,20721.0,517.28672
517.41,517.5501,516.7613,516.965,2023563.0,18093.0,517.110511
516.96,517.66,516.86,517.65,1415312.0,16685.0,517.236326
517.65,517.82,517.49,517.62,1246834.0,14697.0,517.648414
517.625,517.865,517.38,517.41,1141351.0,14370.0,517.619448
517.42,517.46,516.99,517.1276,1735123.0,14095.0,517.202859
517.125,517.29,516.9162,516.97,1132184.0,12372.0,517.099706
516.97,517.465,516.9,517.435,1281207.0,13646.0,517.210495
517.44,517.66,517.305,517.46,1238260.0,12847.0,517.50974
517.465,518.0,517.42,517.97,1364074.0,13273.0,517.803867
517.98,518.12,517.625,517.6591,1327404.0,14079.0,517.956472
517.655,517.7969,517.48,517.67,898076.0,10394.0,517.624214
517.67,517.73,517.35,517.56,1430345.0,12796.0,517.559074
517.55,517.94,517.53,517.75,1252565.0,12611.0,517.763808
517.76,518.015,517.66,517.86,1043349.0,12063.0,517.849619
517.86,518.12,517.82,517.905,1045131.0,11606.0,517.958162
517.91,518.14,517.73,518.04,1121740.0,13697.0,517.973785
518.04,518.045,517.64,517.79,1807159.0,14253.0,517.848534
517.79,518.59,517.73,517.98,2350807.0,20545.0,518.253881
517.98,518.57,517.87,518.43,2080184.0,18311.0,518.233293
518.44,518.86,518.28,518.71,3110490.0,25859.0,518.673226
518.71,518.98,518.53,518.85,14015451.0,66287.0,518.754217
518.85,519.05,518.6518,519.01,7913769.0,3974.0,518.806812
519.01,519.05,518.97,519.04,402727.0,719.0,519.023704
519.03,519.11,519.01,519.08,539692.0,551.0,519.055104
519.11,519.12,518.167,519.011,155607.0,448.0,518.691535
519.0,519.04,518.97,518.97,37450.0,143.0,518.976798
518.98,519.02,518.97,519.02,14567.0,183.0,518.996351
519.01,519.12,518.84,519.12,16693.0,158.0,518.947453
519.12,519.14,519.08,519.12,15309.0,172.0,519.103328
519.07,519.09,518.87,518.95,36958.0,267.0,518.994763
518.92,518.96,518.89,518.94,13186.0,136.0,518.926314
518.94,519.0,518.9,518.91,7272.0,84.0,518.966168
518.89,518.91,518.73,518.73,27922.0,233.0,518.852276
518.76,518.8,518.71,518.79,8731.0,97.0,518.757863
518.8,518.83,518.8,518.83,2208.0,58.0,518.826487
518.81,518.81,518.81,518.81,289.0,18.0,518.81
518.78,518.78,518.7,518.72,19537.0,240.0,518.743692
517.82,518.09,517.74,518.0,7251.0,129.0,517.936263
518.1,518.1,518.04,518.08,557.0,10.0,518.08
518.18,518.18,518.01,518.07,2550.0,21.0,518.072421
518.24,518.46,518.23,518.24,3292.0,28.0,518.311803
518.18,518.4,518.18,518.4,3191.0,30.0,518.216775
518.33,518.4,518.06,518.06,1547.0,15.0,518.2657
518.06,518.29,518.06,518.29,1922.0,11.0,518.207686
518.24,518.24,517.82,517.83,3356.0,57.0,518.08071
517.85,517.97,517.79,517.87,5945.0,39.0,517.905694
517.95,518.06,517.9,517.9,4890.0,54.0,517.969677
517.88,517.88,517.67,517.79,9985.0,88.0,517.764915
517.82,517.95,517.81,517.95,3994.0,38.0,517.87574
517.92,518.33,517.92,518.24,21738.0,195.0,518.1973
518.27,518.5,518.27,518.49,34982.0,279.0,518.39096
518.5,518.67,518.29,518.29,17912.0,185.0,518.531759
518.37,518.75,518.2,518.7,58704.0,394.0,518.497488
518.15,519.01,517.69,518.81,95752.0,1305.0,518.593995
518.58,518.7804,517.79,517.84,108925.0,856.0,518.164041
517.8,518.24,517.72,518.11,46126.0,476.0,517.943708
518.04,518.14,517.57,517.98,92514.0,803.0,517.862997
517.9494,518.22,517.75,517.8,64976.0,600.0,518.030696
517.78,517.87,517.39,517.69,178932.0,1187.0,517.557917
517.72,518.58,517.665,518.315,2695937.0,28344.0,518.177075
518.31,518.64,518.21,518.39,1438250.0,16893.0,518.431436
518.45,520.31,518.42,520.225,4031648.0,42752.0,519.754595
520.23,520.63,520.0495,520.4,2121209.0,34462.0,520.382014
520.41,520.69,520.1701,520.4801,1519349.0,16278.0,520.455553
520.485,520.84,520.385,520.68,1302394.0,14487.0,520.6277
520.67,520.95,520.6,520.87,1090222.0,12832.0,520.802623
520.8683,520.94,520.64,520.81,931646.0,10868.0,520.815293
520.83,520.93,520.69,520.76,1159863.0,10044.0,520.812132
520.75,520.7601,520.1,520.1901,1343394.0,13738.0,520.392229
520.18,520.3,519.72,520.1,2110939.0,20804.0,519.981436
520.11,520.65,519.8821,520.645,1547871.0,14777.0,520.316909
520.64,520.845,519.39,520.3052,2202633.0,21962.0,520.212351
520.3,520.7087,520.14,520.31,1074157.0,12067.0,520.449021
520.32,520.61,520.3,520.49,815149.0,9200.0,520.469478
520.5,520.68,520.32,520.62,894922.0,9944.0,520.5413
520.63,520.7,520.39,520.525,700998.0,8793.0,520.558345
520.54,520.8,520.46,520.55,1380434.0,8431.0,520.628869
520.56,520.8,520.445,520.55,972484.0,10270.0,520.646558
520.55,520.625,520.15,520.205,1259077.0,11076.0,520.384847
520.19,520.425,519.96,520.285,1242801.0,13013.0,520.181092
520.28,520.29,519.8497,519.96,1033077.0,10698.0,520.046011
519.95,520.03,518.57,518.73,2493972.0,18088.0,519.488042
518.73,519.0,517.77,518.53,3138755.0,30753.0,518.479818
518.55,519.48,518.28,519.38,2819454.0,24180.0,519.066403
519.39,519.77,519.035,519.36,11126050.0,47423.0,519.412884
519.37,519.9,519.2555,519.81,5165056.0,3332.0,519.498545
519.78,519.87,519.41,519.86,186219.0,671.0,519.798437
519.89,519.96,519.87,519.93,95854.0,357.0,519.923855
519.92,519.99,519.78,519.78,83755.0,295.0,519.921247
519.78,519.85,519.75,519.82,6143.0,118.0,519.799248
519.84,519.84,519.74,519.81,16108.0,150.0,519.790693
519.83,519.87,519.79,519.86,13114.0,189.0,519.831503
519.84,519.93,519.41,519.93,208222.0,240.0,519.440434
519.93,519.93,519.6,519.71,43774.0,327.0,519.713129
519.71,519.71,519.6,519.66,3594.0,67.0,519.645735
519.649,519.71,519.649,519.69,10988.0,69.0,519.681239
519.67,519.7,519.6408,519.7,12212.0,89.0,519.671907
519.75,519.83,519.71,519.83,3851.0,63.0,519.753742
519.87,520.2,519.87,520.2,13450.0,189.0,520.072822
520.2,521.24,520.2,520.66,39108.0,473.0,520.670695
520.65,520.7,520.491,520.7,31906.0,235.0,520.612286
520.61,521.4,520.61,521.34,29481.0,161.0,521.161413
521.22,521.38,521.22,521.34,3027.0,29.0,521.314327
521.36,521.54,521.24,521.25,26527.0,98.0,521.467761
521.18,521.26,521.15,521.26,3820.0,28.0,521.176806
521.24,521.24,521.05,521.16,2470.0,21.0,521.110387
521.26,521.43,521.26,521.42,1463.0,15.0,521.383566
521.41,521.41,521.33,521.4,4019.0,17.0,521.355032
521.43,521.43,521.25,521.35,5645.0,30.0,521.365085
521.32,521.4,521.15,521.4,2609.0,36.0,521.294176
521.37,521.37,521.31,521.37,1566.0,25.0,521.344638
521.3,521.3,521.13,521.15,2225.0,15.0,521.218874
521.25,521.61,521.25,521.56,13163.0,65.0,521.571319
521.62,521.64,521.45,521.54,50180.0,243.0,521.531538
521.54,521.54,521.39,521.44,21169.0,116.0,521.459522
521.44,521.48,520.8,521.45,53539.0,260.0,521.341413
521.29,521.41,521.28,521.39,7951.0,74.0,521.369894
521.6207,521.6207,519.41,521.39,109881.0,949.0,520.953582
521.37,521.5,521.22,521.4,76163.0,484.0,521.326074
521.5,522.23,521.31,522.17,177420.0,959.0,521.859624
522.2,523.1,522.2,522.98,246144.0,1326.0,522.746076
523.01,523.45,522.87,523.31,245781.0,1445.0,523.158713
523.34,523.6,523.15,523.52,232830.0,1483.0,523.393957
523.52,523.7,522.94,523.14,4916484.0,38716.0,523.361937
523.14,523.26,522.58,522.84,2472600.0,20664.0,522.925797
522.84,523.04,522.745,522.905,1308407.0,22110.0,522.912862
522.905,523.04,522.47,522.92,1394753.0,27589.0,522.772436
522.92,522.9604,522.61,522.92,1251245.0,12192.0,522.786884
522.905,522.965,522.67,522.73,1232667.0,10522.0,522.788718
522.73,522.87,522.36,522.46,982200.0,11295.0,522.626881
522.45,522.76,522.4,522.75,1435931.0,10774.0,522.54303
522.77,523.09,522.68,523.06,1313357.0,11823.0,522.88287
523.06,523.31,522.94,523.26,1215876.0,11326.0,523.152934
523.27,523.8674,523.18,523.58,2405524.0,18482.0,523.583629
523.58,523.65,523.41,523.5102,1853007.0,9612.0,523.513265
523.52,523.58,523.41,523.485,651803.0,8125.0,523.486562
523.48,523.62,523.28,523.44,963205.0,8554.0,523.477834
523.44,523.47,523.2,523.36,727724.0,8748.0,523.332079
523.37,523.38,523.155,523.17,649630.0,7620.0,523.265012
523.17,523.19,522.5,522.655,1389394.0,12923.0,522.881112
522.65,522.69,521.71,521.86,1945149.0,19125.0,522.308232
521.865,521.865,519.76,519.815,5321016.0,41491.0,520.734221
519.815,519.85,517.84,518.01,6916395.0,57182.0,519.110459
518.0,518.0,516.09,516.2,8503725.0,75280.0,517.159577
516.195,517.23,515.5,515.891,5461313.0,45514.0,516.429523
515.89,516.06,514.85,515.465,6022003.0,57440.0,515.409349
515.46,515.49,513.66,513.69,6031692.0,47939.0,514.675789
513.71,514.22,512.755,513.3482,6736199.0,57021.0,513.504308
513.35,514.38,512.83,513.03,14824992.0,98115.0,513.507963
513.03,519.8062,512.9158,513.55,6445282.0,5540.0,513.294467
513.45,513.48,512.56,512.65,331376.0,1742.0,513.023873
512.66,513.05,512.58,513.01,214750.0,1096.0,512.791306
513.01,513.08,512.89,513.04,73516.0,642.0,513.010964
513.05,513.3,513.05,513.21,49406.0,388.0,513.146283
513.25,513.3,513.2,513.2,72449.0,504.0,513.253684
513.2,513.39,513.2,513.3,41950.0,366.0,513.272812
513.29,513.31,513.23,513.3,17485.0,294.0,513.282966
513.35,514.02,513.35,513.99,87149.0,790.0,513.674062
513.9,513.99,513.12,513.4,42425.0,452.0,513.478816
513.45,513.82,513.45,513.78,27531.0,261.0,513.72386
513.81,513.85,513.4,513.43,5221.0,172.0,513.602436
513.36,513.7,513.32,513.53,9875.0,256.0,513.50918
513.53,513.6,513.34,513.5,6214.0,199.0,513.47119
513.62,513.79,513.41,513.43,21104.0,257.0,513.523945
513.42,513.55,513.37,513.38,13728.0,312.0,513.43845
514.42,514.62,514.1,514.3,12331.0,118.0,514.433584
514.38,514.5,514.23,514.5,4654.0,38.0,514.33103
514.6,514.74,514.48,514.48,2326.0,40.0,514.641729
514.53,514.53,514.28,514.28,1318.0,17.0,514.405983
514.57,514.57,514.46,514.46,579.0,10.0,514.520469
514.61,514.61,514.31,514.41,1335.0,20.0,514.465
514.43,514.58,514.43,514.57,3416.0,17.0,514.554706
514.5,514.75,514.5,514.5,7833.0,40.0,514.681454
514.63,514.63,514.41,514.55,3798.0,33.0,514.531173
514.39,514.39,514.37,514.38,3555.0,41.0,514.3811
514.3,514.55,514.24,514.55,5281.0,53.0,514.356421
514.55,514.67,514.55,514.57,5782.0,60.0,514.609859
514.6,514.74,514.51,514.51,41732.0,259.0,514.630665
514.5,514.66,514.46,514.6,90398.0,326.0,514.603747
514.61,515.24,514.57,515.1,59605.0,413.0,514.926969
515.1,515.1,514.7,514.73,36890.0,374.0,514.91858
514.66,515.17,513.65,514.7,118206.0,1691.0,514.742977
514.74,515.21,514.67,515.21,160994.0,903.0,514.827723
514.5,515.749,512.51,515.55,1763292.0,8193.0,514.186923
515.61,515.63,514.28,514.49,277386.0,2108.0,514.796572
514.51,514.93,513.87,513.88,223422.0,1806.0,514.273505
513.97,514.83,513.92,514.41,183143.0,1549.0,514.267573
514.43,515.52,514.01,515.375,4025153.0,39662.0,514.667605
515.38,516.4,515.0101,515.92,3138552.0,32544.0,515.793134
515.92,516.43,514.99,516.04,3250951.0,37224.0,515.716789
516.03,516.25,514.89,515.44,2222872.0,39045.0,515.622337
515.46,516.37,515.19,516.205,1977472.0,19949.0,515.912711
516.2,518.0913,516.16,518.06,2677385.0,24347.0,517.258808
518.05,518.08,517.03,517.18,3133641.0,26145.0,517.568067
517.17,517.87,516.43,517.85,2013993.0,21681.0,517.018269
517.84,518.96,517.57,518.85,2652179.0,21410.0,518.146414
518.86,519.72,518.76,519.43,2422431.0,20698.0,519.192927
519.43,519.8365,519.195,519.67,2255525.0,19859.0,519.539882
519.675,520.01,519.475,519.615,2207134.0,20771.0,519.760557
519.61,519.8566,519.08,519.6,2108373.0,21023.0,519.478082
519.61,520.44,519.37,520.3398,1818203.0,18526.0,519.8096
520.33,520.43,518.71,518.82,2231294.0,23314.0,519.525845
518.82,519.4,518.79,519.26,1371182.0,14490.0,519.067964
519.26,519.595,518.56,518.92,1655888.0,16239.0,519.138243
518.925,518.94,517.43,517.8099,2159660.0,21912.0,518.240164
517.8,519.04,516.97,518.5588,3008415.0,30477.0,518.104936
518.55,519.28,517.77,517.79,1809649.0,19559.0,518.643
517.8,518.71,517.7503,518.2,1836596.0,20168.0,518.220254
518.2,518.23,517.24,517.865,1777360.0,19472.0,517.639835
517.88,518.39,517.68,518.31,2116195.0,21406.0,518.024783
518.3,518.38,517.825,518.15,1675650.0,17494.0,518.132635
518.15,519.04,518.0199,518.185,2398225.0,25226.0,518.475464
518.18,519.295,518.12,518.4,6445270.0,51553.0,518.731382
518.39,518.6202,518.17,518.31,5735919.0,3530.0,518.39157
518.31,518.69,518.26,518.6,799234.0,759.0,518.388439
518.63,518.79,518.48,518.54,393390.0,584.0,518.646601
518.51,518.79,518.47,518.79,58585.0,354.0,518.628131
518.73,518.85,518.68,518.69,17756.0,213.0,518.793009
518.69,518.7,518.3,518.45,54397.0,452.0,518.45677
518.45,518.5,518.45,518.45,6693.0,70.0,518.467544
518.45,518.49,518.36,518.38,13902.0,112.0,518.397968
518.38,518.44,518.35,518.35,1465.0,48.0,518.397948
518.43,518.46,518.43,518.46,678.0,17.0,518.448848
518.42,518.48,518.42,518.44,2746.0,42.0,518.453431
518.46,518.46,518.39,518.39,10387.0,67.0,518.411886
518.38,518.38,518.25,518.3,21543.0,91.0,518.317442
518.3015,518.46,518.25,518.46,12851.0,76.0,518.408109
518.46,518.5,518.37,518.37,5590.0,67.0,518.46297
518.35,518.7,518.35,518.51,6847.0,127.0,518.519808
518.83,519.04,518.8,518.89,11105.0,106.0,518.954728
518.92,518.92,517.09,517.48,22902.0,244.0,517.980639
517.61,518.21,517.47,518.15,6270.0,75.0,517.998248
517.85,517.85,517.54,517.54,3659.0,21.0,517.827059
517.92,518.04,517.77,517.99,1840.0,22.0,517.954249
517.87,518.48,517.87,518.43,5470.0,33.0,518.160532
518.31,518.35,518.12,518.25,2713.0,37.0,518.228822
518.34,518.35,518.25,518.25,2753.0,11.0,518.25717
518.1,518.1,517.85,517.91,1315.0,26.0,517.909791
518.12,518.29,518.12,518.14,1274.0,11.0,518.16359
518.25,518.25,518.11,518.15,8677.0,29.0,518.160466
518.26,518.66,518.26,518.65,7491.0,45.0,518.337466
518.63,518.93,518.59,518.61,25201.0,207.0,518.79698
518.57,518.81,518.54,518.56,6448.0,77.0,518.641058
518.48,518.57,518.19,518.25,23023.0,236.0,518.441142
518.27,518.75,518.15,518.75,35752.0,293.0,518.34523
518.83,519.0,517.86,518.84,72013.0,1118.0,518.565444
518.86,519.24,518.84,519.19,70359.0,549.0,519.044616
519.17,519.39,518.99,519.28,96960.0,620.0,519.28686
519.3,519.89,519.24,519.8,84439.0,645.0,519.6955
519.81,519.95,519.62,519.67,108158.0,720.0,519.795219
519.73,519.82,519.1,519.15,83888.0,810.0,519.563782
519.15,519.39,517.98,518.68,2923158.0,38084.0,518.811947
518.7,519.075,518.44,518.83,1693729.0,18742.0,518.799871
518.84,518.93,518.2,518.77,1468420.0,18656.0,518.604287
518.75,519.58,518.52,519.537,1782958.0,39778.0,519.092213
519.53,520.12,519.49,519.725,1804902.0,20635.0,519.797258
519.74,520.18,519.705,519.99,1324465.0,15038.0,519.944314
519.99,520.13,519.33,519.77,1468181.0,13643.0,519.761509
519.775,519.91,519.385,519.525,898019.0,10744.0,519.634886
519.5,519.51,518.55,519.04,1629869.0,16837.0,519.011643
519.04,519.04,518.28,518.73,1358259.0,14811.0,518.67259
518.73,518.78,518.0407,518.2499,1260082.0,13734.0,518.484399
518.24,518.68,517.89,518.5601,1572379.0,15094.0,518.327832
518.56,519.21,518.46,519.0998,1275325.0,12852.0,518.837706
519.1,519.44,518.86,519.44,813063.0,9960.0,519.127099
519.43,519.46,518.97,519.05,853991.0,9589.0,519.182226
519.06,519.28,518.79,519.275,1014661.0,8887.0,519.01274
519.28,519.285,518.69,518.905,808998.0,10700.0,518.971443
518.905,519.4,518.65,519.31,856502.0,9612.0,518.981899
519.31,519.46,518.96,519.2714,2030536.0,11846.0,519.248224
519.3,519.48,518.9399,519.18,833752.0,9779.0,519.258498
519.17,519.1999,518.78,518.885,797881.0,9010.0,518.966216
518.89,519.26,518.6699,519.255,914967.0,10087.0,518.964237
519.26,519.38,518.74,519.12,1157678.0,12667.0,519.097515
519.12,519.28,518.855,519.255,1030303.0,10513.0,519.07541
519.25,519.7,518.48,518.62,2007607.0,22171.0,519.123136
518.61,518.93,518.23,518.67,8647179.0,48490.0,518.523072
518.66,519.05,518.63,519.01,4936616.0,2981.0,518.783115
519.01,519.03,518.87,518.89,308398.0,371.0,518.94401
518.88,518.96,518.85,518.95,144626.0,405.0,518.89223
518.93,518.98,518.9,518.92,12812.0,114.0,518.942348
518.89,519.0,518.85,518.9,21502.0,147.0,518.894825
518.9,518.96,518.74,518.93,11081.0,121.0,518.837447
518.89,518.89,518.83,518.83,2134.0,34.0,518.873054
518.87,518.98,518.86,518.98,2820.0,68.0,518.901879
519.03,519.2,518.96,519.0,14269.0,123.0,519.073072
518.94,519.0006,518.88,519.0006,3475.0,41.0,518.936524
518.98,519.04,518.98,519.0294,6153.0,34.0,519.027513
519.02,519.0599,518.96,519.059,2800.0,56.0,519.024446
519.0599,519.0599,518.9801,518.9801,2915.0,36.0,519.017519
518.96,518.96,518.9,518.9,4731.0,68.0,518.931563
518.89,518.91,518.85,518.85,2122.0,55.0,518.891018
518.96,518.96,518.8,518.81,5176.0,84.0,518.856298
518.32,518.56,518.25,518.4,7925.0,75.0,518.344139
518.59,518.68,518.59,518.68,1048.0,8.0,518.658161
518.65,518.65,518.5,518.57,1554.0,23.0,518.545411
518.55,518.73,518.55,518.73,363.0,7.0,518.65411
518.85,518.9,518.65,518.75,2558.0,29.0,518.789462
518.8,519.05,518.8,519.04,2509.0,17.0,519.011767
518.99,519.0,518.87,518.99,3839.0,23.0,518.886842
519.09,519.23,519.01,519.01,4883.0,36.0,519.158132
519.01,519.15,519.0,519.15,5891.0,26.0,519.089415
519.2,519.2,518.81,518.81,3030.0,31.0,519.096471
518.77,518.77,518.01,518.15,11378.0,131.0,518.238019
518.04,518.37,518.04,518.37,2023.0,27.0,518.234189
518.39,519.08,518.39,519.08,37669.0,200.0,518.694804
519.18,519.3,518.92,519.1,27768.0,180.0,519.114985
519.08,519.2,518.95,519.17,17080.0,146.0,519.087732
519.04,519.46,519.0,519.46,11961.0,131.0,519.237495
519.48,520.09,518.2596,520.0,97052.0,1189.0,519.498587
520.04,520.08,519.65,519.78,58535.0,428.0,519.868575
519.78,520.1,519.69,520.1,32399.0,319.0,520.023277
520.15,520.15,519.9,519.96,30274.0,338.0,520.023631
519.96,520.04,519.76,520.01,23423.0,384.0,519.912187
520.03,520.59,520.01,520.52,121159.0,869.0,520.37839
520.5,520.75,519.72,519.835,3364100.0,27118.0,520.316717
519.82,520.0,518.77,518.88,2249605.0,21696.0,519.221189
518.89,519.18,518.66,519.04,2000855.0,27494.0,518.917114
519.0475,519.28,517.4103,517.59,2027856.0,33577.0,518.62013
517.59,517.63,514.46,514.84,4740167.0,46137.0,516.037937
514.88,515.57,514.35,515.515,4149520.0,40122.0,514.831747
515.52,516.15,515.19,515.6,2336625.0,24341.0,515.643526
515.62,516.55,515.62,515.95,1800561.0,16905.0,516.220663
